ID,Sentence,Sentiment,dialect
156,أجمل منظر ممكن تشوفو هو فندق سويس من أجمل فنادق مكة المكرمة كل شي كان رائع خصوصاً في الغرف اللي بتطل على الكعبة,positive,Jordanian
1868,الفطور ما كان كويس، والحمام ما كان يعمل كويس، والفريق كان مزاجي، لا، لا.,negative,Jordanian
1217,الإدارة المنزلية، الغرف مش مرتبة كويس.,negative,Jordanian
335,الخدمة مزرية، الحمام ما تم تنظيفه لمدة تلات ليال، لازم تطلب ورق التواليت كمان، كل شي مو فندق من ثلاث نجوم.,negative,Jordanian
1215,البيسين تمام، بس مياه البحر الباردة أكمل للتنفس بعد يوم حر في المدينة أو الأماكن السياحية,neutral,Jordanian
840,لو سمحت انتبه للمقيم، اعطيه تقييم جيد، التقييم كتب على ممتاز. ما بعرف ليش.,neutral,Jordanian
2273,أما النظافة، فالأوضة بتتوضح بس السرير بدون تغيير الأسرة.,negative,Jordanian
2046,و انا ما جربت ان اطفالي ياكلو غير الخبز و الكعك في الفطور الصبح.,negative,Jordanian
537,عطلة ممتعة الفندق رائع من حيث الموقع الشاطئ ممتاز والبحر جميل جدا والاكوا فوق ممتاز والفريق تعاوني جدا,positive,Jordanian
2021,فندق سيء بقيت فيه يومين وكان سيء جداً.,negative,Jordanian
2276,ناس يطرحون ضوضاء و يطلعوا و يخرجوا كل الليل، و يجنبوا كل التكاليف.,negative,Jordanian
1982,الغرف بتبخن و الصراصير بتنتشر بالمطبخ و السعر فوق مستواها.,negative,Jordanian
1913,فندق سيئ جدا، خدمة سيئة جدا، أنا لسه راجعته منه يوم و في حشرات زاحفة صراصير,negative,Jordanian
1324,بس انا ملاحظة ان التأمين اللي فيزا حجزت بيه عالية جدا.,negative,Jordanian
1482,فندق كويس كفاية زي فندق نجوم مساحة الفندق مش كبيرة، على شكل مستطيل، وبالتالي ما في كتير مناطق استرخاء بالفندق,neutral,Jordanian
36,بيت صغير خاص حلو، والمالك بيعمل كل ما في وسعه عشان يرضيك المنظر رائع، بس ممكن يكون احسن لو كانت الاشجار اعلى، هادئة بشكل رائع، كان رائع ان الخزانات في المطبخ كانت مليئة والمطبخ مجهز بالكامل,positive,Jordanian
2215,بس جئت من هالفندق، في كتير فندق في بينيدورم القديم، فاخدوا فندق تاني، كل هذي هراء، وجبة واحدة، كوب لمدة اسبوع.,negative,Jordanian
1488,شكر على كل اللي بيعملو في الفندق، و كنت حابب ان ابلغ صورة الاحترام من حسن المعاملة لادارة الفندق، و خصوصا الشكر لكل موظفي الاستقبال و خدمة الغرف.,positive,Jordanian
1081,و مكان الاكل صغير جداً، بس طاولة.,negative,Jordanian
603,الصالة الرياضية كانت مجهزة بشكل جيد، وكانت بتديرها مدير متحمس اسمه مايك، وبعض الحانات الصغيرة كانت صالة رياضية جيدة، لكن ما كان فيها عصير العنب المشوي.,neutral,Jordanian
484,فندق محترم فندق ممتاز وموقعه كمان حلو جنبها دار سينما و قدامها مقهى الشيشة و جنب منطقة وسط المدينة بتقدر تروح لمركز المدينة مشي و كمان في مطاعم عربية جنب المطعم و شارع الفندق هادئ جدا و ممكن يكون هناك قليل من التشويش بسبب مقهى الشيشة قدام الفندق لكن ما في ضجيج كبير,positive,Jordanian
1234,و تاكسي للمطار يكلف حوالي درهم إماراتي، نفس المبلغ اللي رح تدفعو لروح برج خليفة.,positive,Jordanian
461,عموما، الفندق قذر و قديم و عفني و كمان فطور الفطور كان سيء,negative,Jordanian
2153,الأكل متوسط جداً، وفي بعض الحالات بيتقدم دافئ,neutral,Jordanian
128,رائع كنوكورد السلام من اجمل منتجعات في شرم لكونه قريب من المطار وله خدمات جميلة وملاعب وتزلج وفروس وتنس وحمامات سباحة كبيرة وله مطاعم و كان يفضلوا يعملوا نظام كل شمولي للمصريين لكن من افضل الاماكن المحبوبة لقلبي في شرم الشيح,positive,Jordanian
2130,هاد مش حلم، ما في حاجة بتقوله غير انه مقزز على كل حال، لقد أقمن في كتير من الفنادق في دبي، وما خابنا من قبل، لكن هاد الفندق كان رهيب.,negative,Jordanian
1062,هارموني مكادي باي ما فيه شاطئ غير بحيرة صناعية مستوى واحد بس والبحر في منطقة هارموني مكادي وممنوع الدخول,negative,Jordanian
918,الإجراءات الوصول والخروج كانت جيدة.,neutral,Jordanian
574,فندق ذو طابع مميز من افضل الفنادق الموجودة في مصر حيث بقيت في الفندق لمدة سبع ليال مع زوجتي من أسعد أيام حياتي فالفندق عطانا منها الراحة والهدوء,positive,Jordanian
1927,بالاضافة الى مصابيح الضوء الغير آمنة وخزانات المطبخ بتاعها.,negative,Jordanian
1718,كتير مطاعم وبحر مباشرة وبالجوار سوق كبير للمشتريات بالمنشأة ومركز الصيني بروف الفندق,positive,Jordanian
1149,الغرف كبيرة وباردة ومروحة ولها شرفات خاصة بها نصيحة استيقظ بالصباح بين ملاك الليل و طلوع النهار,positive,Jordanian
1252,فندق كامل غير المدخنين خدمة عملاء ممتازة بكل الغرف مكتب الاستقبال الإدارة المنزلية مطعم,positive,Jordanian
304,فاجئنا من أول نظرة فاجئنا الفندق، غرف ومراحيض مجهزة بشكل جيد جدا ومرافق صحية جيدة،,neutral,Jordanian
528,الفندق فظيع و سيئ جداً، برأيي، و ما بتقيم فيه. ما حدا بيضبط ولا حاسس لما يضبط.,negative,Jordanian
362,أنا بكل تأكيد بقدرتك أوصي بهدا الفندق لو كان عندك أطفال، وأنا راح أروح هناك مرة أخرى.,positive,Jordanian
1082,مهجور، السرير غير مريح جداً، و هو مو سرير بالواقع، زي الكرسي الكبير المتهالك.,negative,Jordanian
1011,النظافة العامة تاني و قذرة الحشرات موجودة بكل أنواعها و قدمنا شكوى مكتوبة للرسوم ادوها لشخص اسمه محمود السيد و رفض يوقع على الصورة اللي معي وديت للرسوم الصورة صرصور كبير كعينة و عيب صور بأشكال الحشرات,negative,Jordanian
2278,وبالنسبة لرحلات العمل القصيرة، اللي ما بتحتاج إجراءات خاصة، هداك الفندق تمام، بس لا أكثر.,neutral,Jordanian
2177,الغرف غير نظيفة ومليئة بالقانون اللي بيعزفك كل يوم وبتصدمك الفئران بتسير بين الغرف، عشان كده ما بنصحك بالبقاء في هالموتيل.,negative,Jordanian
911,رحلة الطيارة من المطار للفندق بالتاكسي بتستغرق حوالي دقيقة، وبتكلف دولار هونج كونج.,neutral,Jordanian
908,بصراحة، أول مرة اشوف شي كهذا بحياتي، وعندما طلب خدمة الغسيل، اصرر انو نعطيه النقود، زي ما احنا لصوص.,negative,Jordanian
1362,الفندق مناسب جدا للعائلات، واي فاي مجاني وقوي جدا، وواقف سيارات قدام الفندق.,positive,Jordanian
414,عش مبني من الطوب الحليب والمباني الجديدة، على الطراز المصري، الغرف المكيفة. جئنا لهنا مع طفل صغير وبالحقيقة استمتعنا.,neutral,Jordanian
205,السعر معتدل، الطعوم طيبة، الطريق للبحر كان بس دقايق.,neutral,Jordanian
1706,وبالأساس، هيك، رح تكون الإقامة هنا في هذا المكان قيمة جيدة.,positive,Jordanian
1230,كتير من الرخام والسقوف العالية مزينة بأضواء عاكسة ضخمة.,positive,Jordanian
2234,مظهر ممتاز معايير نجمتين غربية اتخذت هنا خلال حج عام وهو حوالي دقايق من الحرم عبر طريق مزدحم حيث لازم تتجنب السيارات للوصول للحرم,positive,Jordanian
1796,يعتبر مثاليا للأعمال لأنه في كتير من قاعات الاجتماعات المجهزة خدمة الفندق ممتازة وموظفي الاستقبال دايما مبتسمين ومرحبين بخدمة النزلاء,positive,Jordanian
1814,ثابت كالعادة، بقيت هناك لليالي كزبون منتظم، الموقع حلو جداً، ودائما مليء.,neutral,Jordanian
420,الي بيعتقد انه بيقضي يوم راحة و استراحة في راس خيمة، انصح بفندق وولدورف وحتى لو كان في اي مكان بالعالم، لأنه فندق رائع جدا من حيث الموقع او التصميم الداخلي والخدمات والهدوء والراحة النفسية استقبال رائع جدا من موظفي الفندق حتى استلام مفتاح الغرفة وحتى بعد مغادرة الفندق,positive,Jordanian
1789,و انا اعتقد ان موظفي الاستقبال ما بيهتموا بشرف اي نزيل.,negative,Jordanian
415,فندق رائع قريب، بس بعيد عن كل شيء. شو ممكن مونتي تقول اكثر من عنوان مبنى رائع، شقق كبيرة، مجهزة بالكامل.,positive,Jordanian
221,بس المشاهد عادية، الغرف محسنة.,neutral,Jordanian
1057,انا قعدت مرتين في هاد الفندق و كان مريح.,positive,Jordanian
579,الفطور بسيط جداً، ما بيقدم لحم خنزير، ونحن كمسلمين بنفضل هيك.,neutral,Jordanian
191,الإقامة في الفندق مريحة، مستوى الخدمة ونظافة، والسادة المسؤولين يتعاملون مع أكثر من رائع، لكن من أجل تطوير مستمر وتحسين، يرجى مراعاة المشكلة التي ذكرتها في تقييم,positive,Jordanian
2002,الخدمة بطيئة جداً، السعر مرتفع جداً بالنسبة لها، مقارنة بالأسعار المصرية العادية، الفاتورة كانت مرتفعة جداً.,negative,Jordanian
1326,طيب، انا قضيت ليلة واحدة بس في الفندق، وكانت تمام.,positive,Jordanian
277,موقع جيد كنت في ميونخ شهر سبتمبر الماضي وحجزت فندق عن طريق bookingcom انا بقيت ليلتين بسعر يورو مرتفع نوعا ما وكانت الغرفة جيدة ولها نافذة كبيرة مثل الشرفة تطل على الساحة وبالجوار فندق مركز تجاري ومطاعم وكافيه,neutral,Jordanian
594,بعد كل شي، بتقدر تقول إنه فندق جيد، خدمة نظيفة، وسائل الراحة متوسطة.,positive,Jordanian
872,بقيت تلات ليالي في شهر ديسمبر، قبل ثلاث سنين، والفندق كان عنده مطعم واحد بس للطعام، بس السعر كتير على غرفة مزدوجة ووجبة فطور.,negative,Jordanian
1995,الفندق محتاج جداً للتجديد,negative,Jordanian
1475,وبالنسبة للفندق، كان رائع ونظيف وآمن، حيث كانت اللمسات الدقيقة موجودة في كل أجزاء الفندق، طبعاً، ومرة أخرى، شكرًا لمدير الفندق.,positive,Jordanian
1837,في كتير من مسائل الصيانة لازم تتعامل معها، بس بسعرها معقول، واعتقد انك لو خليت الستائر مغلقة و ما حاولت مقابلة أي واحد هنا،,neutral,Jordanian
863,و نصح الجميع بهذا الفندق الموقع ممتاز جدا قريب من المسجد النبوي الشريف وعلى بعد خطوات كل الخدمات والأسواق قريب من الفندق,positive,Jordanian
461,رأس الدش ما كان يعمل بشكل كويس، كان يرش الماء على الستائر، و بيسلل الأرضية، و كشيء إيجابي لفندق، تم إصلاحه على الفور.,neutral,Jordanian
709,التهالك مكتوب على الحرم، لكن في الحقيقة ما شوفوا إلا مصدر الحرم.,negative,Jordanian
2287,سافرت هناك حتى لسوء الحظ ما استمتعت بسبب المعاملة السيئة جدا من قبل النخبة المصرية اللي ما بتعاملوا مع الزائر الاجنبي إلا باحترام والسبب معروف طبعا,negative,Jordanian
517,الغرف، الغرفة مناسبة للمساحة، بس بسيطة وبتفتقر للشكل الأفريقي، عدا اللوحات الموجودة في الغرفة، وبالطبع، الأدوار العلوية بعد الطابق الخامس هي الوحيدة اللي بتتمتع بمناظر جيدة للمناطق المحيطة،,neutral,Jordanian
2239,وبالاضافة، شفت مجموعة من النمل بتظهر بعد ما دخلت، وبالحقيقة جبت البخاخ اللي قتلهم، لكن لازم اتحمل الرائحة.,negative,Jordanian
2002,بس الأكل خطر يمرض نص المجموعة بسبب سوء نوعية الأكل.,negative,Jordanian
2235,ما في مكيفات، إلا الغرفة والكازينو والمقاهي والمطعم.,neutral,Jordanian
1608,لكل اللي بيحتفل بالراحة رغم زيارتي القصيرة لمأزون هوتس هاناوي، أنا أعجبتني جداً، وجدت فيه راحة وأمان، كرم ضيافته وبساطة وترحيب أهله الطيبين، وبتوصي كل اللي بيفكروا بزيارة مولاي ادريس يضلوا بمأزون هوتس هاناوي، صدقوني، لأنك بتندم على اختيارك هدا خليل بن ناجي طرابلس، ليبيا,positive,Jordanian
1053,رائع، ببساطة واحد من أحسن الأماكن اللي كنت فيها.,positive,Jordanian
2281,السرير مش مريح والوسائد لازم يتغيروا.,negative,Jordanian
1558,عادي مفيش أي ميزة أنا بصراحة كنت بفندق الشيراتون من حوالي ثلاثة أسابيع الصراحة الفندق ما يستحق خمس نجوم ولا حتى أربع معاملة العرب من قبل الموظفين معاملة أدنى مستوى من الجوانب رغم أن السياحة ما في مطلقا أكل مفيش تنوع أنا عن نفسي مللت أكلهم ممل,negative,Jordanian
460,بس الشي الجذاب في الفندق هو موقعه و سعرك اللي مناسب للي بيعيشوا على دخل محدود.,neutral,Jordanian
1941,الموقع كتير سيئ المنطقة مش سياحية ولا تشعر بالأمان تخرج بعد الظلام الفندق بعيد جدا عن النقل والترام، شكلك تعيش في إحدى الأحياء العشوائية بمومباي,negative,Jordanian
2014,و الفطور، لو ما جيت باكرا، الله يخليك وراح دورك، فطور برا.,negative,Jordanian
1985,اما بالنسبة للأكل، ما كان كويس خالص.,negative,Jordanian
609,أنا بحكيك بقيت بهالوتيل في رحلة عمل يوم واحد بس.,neutral,Jordanian
1670,شو هوه الفندق الرائع اللي امكنا فيه لليلتين قبل ما انضممت للسفينة البحرية، ما كنت من قبل في فندق من نجوم، بس كان كل شيء ممكن تتوقعه، سواء بالنسبة للموظفين او الغرف، كان ممتاز، والطعام كان رائع، وكانت أرضية الفندق وحوض السباحة جنة، كنت اتمنى ان نتمكن من البقاء لفترة أطول,positive,Jordanian
310,فندق رائع، فندق نظيف و قريب و محترم و فريق عمل كامل محترفين من موظفي الاستقبال الاول,positive,Jordanian
348,المطاعم كتير حلوة، لو كنت في اسكندرية، هيك مكان مناسب للبقاء، ما في مفاجآت سيئة هنا في فندق فور سيزنز، الخدمة كتير حلوة.,neutral,Jordanian
426,شبكة الانترنت مجانية وسريعة في الغرف، مصاعد كتير، وكل شيء بتفكر فيه موجود.,positive,Jordanian
1436,ويقظني فأر، لأن الفندق عنده مطبخ، و من الواضح انه عنده مشكلة مع الجرذان، و استيقظنا الساعة صباحاً على صوت فأر بجانب واحدة من حقائبنا، و استيقظت و ضويت الأضواء في الوقت المناسب لأراه يركض تحت الباب و يخرج للردهة، الفندق اعطانا تعويض، الفندق ردنا ثمن الليله في غرفتنا، لكن من يريد هذا المبلغ؟,negative,Jordanian
1145,كان هيك طازج و بارد، جو جيد، خيارات طعام جيدة و كتير من خيارات للاستمتاع بالعطلات قضينا وقت رائع في حفل الزفاف، والذي كان استثنائي و فخم.,neutral,Jordanian
1179,لو ما كانت النقاط كنت حزينة، انا وزوجي و ولدي، في الشهر الماضي، سافرت في رحلة علاجية لمدة يومين، استخدمت النقاط بدل الدفع نقداً. الفندق من حيث المكان سيء، لأن المنطقة جزء منها سياحي وجزء منها فقير جداً، وهذا الفندق موجود في مكان فقير. النظافة ممتازة، لكن الفندق نفسه قديم جداً، ولا نقل مستمر. في مترو على بعد قدم من الفندق، لكن التاكسي لشانزليزيه أخد حوالي يورو و,negative,Jordanian
586,و اتمنى احافظ على اسعارها اللي بتجذب السياح للفندق.,positive,Jordanian
1043,الفندق مش يستحق اكتر من نجمتين. هوه قديم جداً.,negative,Jordanian
2004,بقينا ليلة واحدة في حديقة ال كيو، قريبة من مركز كابوم للبوليه.,neutral,Jordanian
236,فندق معقول جدا بالنسبة للشقق الفندق مكان معقول جدا قريب من المترو والمطار ومتجر سيتي سنتر الدير بس هو ممكن يصنف مش أربع نجوم الفطور نوعا ما كويس بس مش فخم بس,neutral,Jordanian
1015,بس انا اقترح على ادارة الفندق ان يهتموا بجودة الاكل وخدمة الغرف و شكرا للفنانين.,negative,Jordanian
189,فندق البندر الوسطى في منتجع بر الجاس شنجريلا مسقط رأس سلطنة غمان وهو مجمع من ثلاثة فنادق أقمت فيه عطلة قصيرة بعد ما نسيت إعلانات الصحف وتوصية أقاربي من قبلي هو للشباب,positive,Jordanian
241,فندق رائع بمكان حيوي موقع الفندق غير متفوق عليه وهو قريب جدا من شاطئ كوتا وكمان من سوق ديسكفري وشارع لقيان الحيوي في كوتا,positive,Jordanian
977,اكيد مش هوه احسن نزل من ناحية التجهيزات او من ناحية الموقع، بس بتحصل على اللي بتدفع عشانو، ولا بتقدر تحصل على احسن من مكان عملي و مرحب في نفس الوقت.,neutral,Jordanian
1135,ما بقي في هذا الفندق، شو جريئة رهيبة، ما كنا ننام لليلتين، و بقينا هناك بسبب الموسيقى الصاخبة، اتصلت في الاستقبال بالصباح عشان أعرف متى بتتوقف الموسيقى، و قالوا لي الساعة، يا سيدتي، ما كان هناك مناديل أو سجادة في الحمام، بس اثنين مناديل حمام موجودة، ما كان هناك مكان لوضع مجفف الشعر بجانب المرآة، كان كابوساً، ما رح أرجع إليه مرة أخرى.,negative,Jordanian
712,ما في حلول مرضية لعميل خدمة العملاء.,negative,Jordanian
1764,وبالاضافة، اتنا وجبة رائعة في غرفة الطعام، و عملت جولتين، الفندق رتبهم، وبالطبع يستحقوا، و بما اني حابب زيارة القصر مرة تانية، حابب ابقى هنا.,positive,Jordanian
830,مع خدمة تاكسي. رح ابقى هون في المرات الجاية.,positive,Jordanian
2250,بهاد السعر، عبارة عن عمل حقير جداً، يفرضوا رسوم إضافية على عصير البرتقال.,negative,Jordanian
2279,أحسن شي كان المطعم، كاثي و إيان و سو. كاثي و إيان بيعملوا المطعم، و سو بتساعدهم.,positive,Jordanian
305,بيحتوي على تجهيزات للعب داخلية وخارجية، محميات كويسة، مطاعم كويسة للشرب.,neutral,Jordanian
2291,فندق للعقاب والجوع، مش للراحة والاكل، مش صالح للاستخدام البشري أبدًا.,negative,Jordanian
1040,كل واحد مميز جداً، وشكراً لكم. عمر عبيد الرحمن.,positive,Jordanian
1814,الغرف حلوة و منيحة للنوم، هادئة.,positive,Jordanian
1557,إدارة الفندق من الإدارة السيئة والفاشلة لأنها ما حلت أي مشكلة من مشاكل النزلاء والنزلاء في نزاع دائم مع إدارة الفندق,negative,Jordanian
1043,كنا فيها لليلة و كانت ليلة رهيبة، انتظرنا لنهايتها حتى نغير الفندق.,negative,Jordanian
854,الغرف واسعة و فخمة، و في وحدة بجانب السرير للتحكم بكل شيء بالغرفة من الأضواء والستائر والتكييف.,positive,Jordanian
1789,كنت حابب ابقى بهدا الفندق خلال زيارتي اللي دامت ايام في دبي، بس فشلت في الحجز، لكن موظفي الهاتف، فريق المبيعات، مكتب الاستقبال، كلهم كانوا غير متعاونين، واللي جعلني ألغي فكرة الحجز في كارلتون، وذلك بعد سبع مكالمات اتصلت بهم.,negative,Jordanian
643,الراحة الكاملة الإقامة كانت ممتازة توفر كل الراحة والمعاملة الرفيعة من كل العمال كان مكان ممتاز ممتع و مريح جدا شكراً لخدمتك المتميزة,positive,Jordanian
1255,اذا بدك تستكشف دبي على ميزانيتك، فهي الفندق اللي مناسبك.,positive,Jordanian
1992,و بيحصل على فريق انميشن رائع و بيتمتع بالمكان بمعاملة جميلة و محترمة لكل النزلاء.,positive,Jordanian
2152,العشاء كان سيئ و قليل، و مشينا أميال للكنتكي عشان نلاقي شو ما نكل.,negative,Jordanian
1461,عطلة رائعة عجبت من يقول انو الفندق مش خمس نجوم او انو الاكل مش كويس او متنوع الفندق رائع الغرف واسعة جدا و قريبة جدا والخدمة ممتازة البحر ساحر و آمن جدا للأطفال حمامات سباحة لكل الأعمار,positive,Jordanian
805,الخدمة بطيئة شوي، بس مقبولة.,neutral,Jordanian
1080,أما تقييمي للطعام، فمن ناحية المكان، فمن ناحية الفندق، من ناحية النوع.,neutral,Jordanian
2285,هاد الفندق بيستخدم غالباً من قبل المجموعات السياحية.,neutral,Jordanian
1715,احسن ايام اجازتي تحت الظروف اللي بتعيشها مصر، خلال الشهرين اللي قضيت فيهم ما لقيت متعة و استراحة و استرخاء الا في ايام قضيتها في فندق أوبروي,positive,Jordanian
906,الشي الوحيد اللي ممكن نقوله هو ان الغرفة كانت مزدحمة شوي، كانت ثلاثية، بس حطوا سرير إضافي لتصبح غرفة رباعية.,positive,Jordanian
2159,خلالها انقطع النور من الساعة الحادية عشر و حتى منتصف الليل.,negative,Jordanian
1090,منظر رائع على جامع السلطان أحمد إقامة جيدة بفندق سبكتر، بالإضافة لشخص رائع بيقوم باستقبال النزلاء ويملأه ابتسامة وخدمة أنا أنصح كل من يرغب بالحجز بفندق سبكتر بالاتصال بموظف الاستقبال أونر شخصية مهذبة ويفيد في أي استفسار خاص بإسطنبول وتجنب التعامل مع موظف الاستقبال لفترة المساء كازيم يفتقر لمهارات التواصل مع النزلاء تجربة ومنا,positive,Jordanian
425,بس كنت عايز اجرب الحمام التركي والسبا ما لقيت حجز طول إقامتي وشي تاني، فبوابة الردهة كانت بتتشمع بسبب المطعم المفتوح على الردهة، للأسف، الردهة كانت جميلة كنت بحب اتمتع بها، لكن الرائحة اكلت و سخانات كرهنني فيها,negative,Jordanian
887,وعلى الرغم من حداثة المكان، لأنه ما كان يفتح إلا في رمضان، كان الأثاث فيه قذر، وفرش السجاد، ودورة المياه صغيرة جداً.,negative,Jordanian
526,الفندق بعيد، حوالي عشر دقائق مشي من الحرم الشريف، وبالفضل، ما في شكاوى.,neutral,Jordanian
771,بالإضافة لكونها قريبة من حرم مكة.,positive,Jordanian
1208,الشاطئ حلو، ويحتاج للراحة في الشمس والرمال الناعمة، وبالكمان التنورك، واكوابارك صغير، لكن فيه أهم الألعاب اللي بتلاقيها في فنادق أخرى، و أنا بحكم.,positive,Jordanian
2153,مش احلى موتل مش عظيم. الفندق محتاج تحديث، والديكور بالي.,negative,Jordanian
1047,عشان كده نحيط تحياتي لكل إدارة الفندق، و ان شاء الله تكون زيارتنا السنة الجاية في المبنى الجديد.,positive,Jordanian
2176,أسوأ فندق بالعالم، الناس اللي بيشتغلوا فيه يعرفوا الناس ويتعاملوا معهم.,negative,Jordanian
2160,رأس الدش و مصباح الحمام العلوي كانا معطلون، لوحة الكهرباء كانت تصدر ضجة عالية كانت تزعجني.,negative,Jordanian
599,فندق جميل، خدماته مناسبة للسعر، سعر ممتاز، غرفة مريحة، حمام ممتاز، و إفطار كمان، تمام، وكل شيء على أكمل، الفندق مناسب جداً و ما فيه أي عيب واضح.,positive,Jordanian
873,الفطور تمام، بس ممكن يكون احسن.,neutral,Jordanian
67,سحر الموقع موقع ساحر مع مناظر جميلة على قمة بتطل مباشرة على أعلى قمة ثلجية في أوروبا قريب من الكابلريك و قريب من السوق ومحاط بأرض خضراء في قمة الروعة,positive,Jordanian
2285,كم من الدومو على الأقل موجودة في منطقة مليئة بالبعوض،,negative,Jordanian
1034,وصلنا هناك قبل يوم من الموعد المحدد، لكن ما في مشكلة في فهمي. الموظفين في مكتب الاستقبال شرفوا المدير الموكل كان فعلا رائع،,positive,Jordanian
1028,الشي الوحيد السلبي في الإقامة كان المطر، والمطر، والمزيد من المطر.,negative,Jordanian
1594,فندق بسعر مناسب لو كنت تبحث عن مكان مش غالي بسعر مناسب، هاد هو الفندق المناسب. مش فخم كتير بس فيه وسائل راحة كتيرة بيعمل إقامتك مريحة.,neutral,Jordanian
1063,الفندق مجهز ب 30 غرفة مريحة جداً، مفروشة بشكل جيد وجناحين.,positive,Jordanian
2194,فندق اشمور هاوس هوي مكب نفايات اكتر من الرفاهية.,negative,Jordanian
2024,الغرف كانت مقبولة.,neutral,Jordanian
848,الموظفين من الاستقبال لخدمة الغرف كتير راقين و مريحين. نظري على الكعب كان رائع.,positive,Jordanian
134,يوم رائع في لاغونا فيستا خدمة ممتازة جدا غرف في قمة في نظافة سقف عالي ذي خبرة عالية راحة ممتازة مناظر طبيعية ادارة متفاهمة كثيرحمام سباحة نظيف كثير ووسيع,positive,Jordanian
19,الموظفين كتير حلوين و دايما مستعدين يلبوا طلباتك.,positive,Jordanian
239,لو كنت عرفت ان الفندق كان بيتجديد، كنت راح اتجهز لمكان تاني هالمره.,negative,Jordanian
737,أشكر كل اللي بيوصلوا الفندق على التمييز الواضح، وروحهم العالية وحب عملهم لإرضاء ضيوف مصطفى.,positive,Jordanian
1224,الموظفين تحفة و غير تقليدية خالص، كل منهم مثل بيبو وسلاموستر هاني.,positive,Jordanian
1579,الاكوا بارك حلو، الرفاهية في الغرف ممتازة، الشاطئ كبير، عيب فقط وجود القوارب جنب منطقة السباحة، عيب فقط كمية الشباب الموجودين بالفندق، خصوصا من الخليج.,positive,Jordanian
843,وشكر إدارة الفندق على السعة الصدرية مع ضيوف بيت الله في مواسم رمضان,positive,Jordanian
501,و حمام سباحة بنظافة عالية و بجد فندق حقيقي محترم يستحق واحد يزور على طول و بجهة الشكر لكل العمال من الأصغر و الأكبر شكر على اهتمامهم بينا قضينا أجمل عطلة شكرا,positive,Jordanian
1156,فندق زوار القرية العالمية ودبي لاند والسوق الصيني إقامة كويسة لمدة سبع ساعات بعد زيارة القرية العالمية وحديقة الزهور حيث كانت الغرفة عائلية عدد الأسرة والمساحة كانت صغيرة,neutral,Jordanian
1876,حقآ فندق؟ الفندق اتحديث و اتجديد، بس ما بيكون فندق.,neutral,Jordanian
1258,فندق ومنتجع رائع جداً وين بتلاقي راحة نفسية وجسدية، وبتأكلي وتشربي وتلاقي بحيرة وتسبح، كل ده موجود في الفندق الجميل وكل ده موجود.,positive,Jordanian
2102,هوه اسوأ فندق على الاطلاق في شرم الشيخ و الاكل مسموم و الخدمة سيئة جدا و الحمامات بتنفخ و مليئة بالماء و الغرف بتنفخ حمامات سيئة جدا، انا مشورتكم ما تروحوا له و ما تفكروا في الذهاب,negative,Jordanian
127,فندق كويس جدا من افضل الفنادق بشرم الشيخ وله مجموعة ممتازة من العمال زي الشيف عطية والترحيب عيد وسامح,positive,Jordanian
1086,و العاملين بالفندق عملوا احتفال و قدموا كعكة جميلة لأحد الاطفال بمناسبة عيد ميلاده مع الغناء والطبل له، واللي زاد فرحة و سعادة له وعائلته و لكل من في المطعم.,positive,Jordanian
346,هذي أسوأ فندق، هذي أول ليلة لي وأسوأ ليلة خدمة المطاعم والبارات سيئة جداً العمال عندهوا ذوق ناقص دول بلا نهاية أحسن شي لهم العمل في محل الفول وذوقوه من بكره رح نشر صور لتصدقوا وصلنا الساعة 02:00 في الرسبشن تم تحذيرنا بطريقة مهينة بأننا ما نروح نتناول الفطور لأنه غير مسموح لنا بالفطور في اليوم الأول,negative,Jordanian
719,سوء استجابة لخدمات الصيانة الجناح ما كان جاهز للسكن حيث استلمت السكن و فيه عطل بالهاتف والتلفزيون و الفندق ما رد لتنفيذ الصيانة إلا اليوم الثاني بعد اتصالات كثيرة و إلحاح شديد ورفزه مع الأسف طلبت مكالمة المدير الموكل و هرب مني,negative,Jordanian
915,شوية غرف بتطل و شوية تانية ما بتطل.,neutral,Jordanian
2153,ما في مرافق للتحدث عنها، ما في حمام سباحة، و صالة رياضية مع دراجة واحدة، و جهاز جري واحد. ما بنصحك بهذا الفندق، اذا كنت تبغي إقامة مريحة في الدام.,negative,Jordanian
2291,في دم على مفارش السرير وعلى ورق في الغرفة.,negative,Jordanian
1702,مديرة من الجحيم، ما رح نرجع، خربت عيد ميلادي الثلاثين، لما حطمت الحانة بعد الساعة العاشرة، وعدها بتبقي مفتوحة بعد منتصف الليل.,negative,Jordanian
1145,في مناظر رائعة من كل غرف الفندق على البحر، فيمكنك ترتاح وتستمتع بالمنتجع الصحي، وحوض السباحة، والألعاب المائية، والشاطئ، والمشي.,positive,Jordanian
2040,استقبال مش كويس، الغرف ما كانت مجهزة من اول ما وصلنا، وننتظر ساعات حتى تصل الشنط للغرف.,negative,Jordanian
1700,و شفت في كل العمال خدمة ممتازة و شكر السيد محسن على المساعدة و قيام كل واجبات عمله معي و شكر أيضا البواب عدنان على تذكرني بعد ما نسيت جوالي في التاكسي، و شكر كل العمال في هذا الفندق الممتاز,positive,Jordanian
